Product ID,feature,shap_value
L51563,Rotational speed rpm,0.8048382
L54689,Rotational speed rpm,2.4864092
L51822,Rotational speed rpm,1.2656553
L51597,Rotational speed rpm,4.702301
L51601,Rotational speed rpm,2.0676563
L51034,Rotational speed rpm,2.5671597
H33894,Rotational speed rpm,4.3224587
L54773,Rotational speed rpm,-0.18756063
L48515,Rotational speed rpm,2.5093663
L51681,Rotational speed rpm,3.6989613
M20254,Rotational speed rpm,-0.10657503
L51628,Rotational speed rpm,5.2071786
L48676,Rotational speed rpm,0.3088502
L51123,Rotational speed rpm,2.4662583
H35323,Rotational speed rpm,2.6238308
L56839,Rotational speed rpm,-0.89359295
L51621,Rotational speed rpm,6.0385027
L51675,Rotational speed rpm,5.304213
L51615,Rotational speed rpm,4.7619042
L51716,Rotational speed rpm,6.3339295
M19269,Rotational speed rpm,5.33037
L48341,Rotational speed rpm,0.4175211
L51655,Rotational speed rpm,6.1833367
L49941,Rotational speed rpm,0.3688104
L49778,Rotational speed rpm,1.9945135
M15984,Rotational speed rpm,-0.044207945
L51580,Rotational speed rpm,5.858525
L57154,Rotational speed rpm,2.5455902
M15876,Rotational speed rpm,1.9103003
L52100,Rotational speed rpm,2.670189
L47429,Rotational speed rpm,-0.5839801
L47249,Rotational speed rpm,-0.301829
L47428,Rotational speed rpm,1.7922984
L51690,Rotational speed rpm,2.1385217
L51251,Rotational speed rpm,2.2871988
L56673,Rotational speed rpm,0.057596132
M23167,Rotational speed rpm,0.8279618
L47340,Rotational speed rpm,-0.49919546
L53435,Rotational speed rpm,3.0564687
M19393,Rotational speed rpm,4.8277297
L53677,Rotational speed rpm,2.3467708
M19279,Rotational speed rpm,-0.19943805
L51585,Rotational speed rpm,6.608084
M19416,Rotational speed rpm,5.354379
L56844,Rotational speed rpm,0.7161936
L51738,Rotational speed rpm,6.452413
L55578,Rotational speed rpm,1.8877696
L51831,Rotational speed rpm,5.20513
L55617,Rotational speed rpm,-0.34176895
L51724,Rotational speed rpm,4.602744
L51750,Rotational speed rpm,4.6514072
L48775,Rotational speed rpm,1.7242405
M19249,Rotational speed rpm,6.2491603
M18795,Rotational speed rpm,0.4596798
M19387,Rotational speed rpm,6.155194
L51550,Rotational speed rpm,3.611514
L52399,Rotational speed rpm,2.7138891
L51434,Rotational speed rpm,1.1532426
L51928,Rotational speed rpm,6.172927
L51780,Rotational speed rpm,6.4606776
M19478,Rotational speed rpm,4.629049
L48106,Rotational speed rpm,2.83785
M19587,Rotational speed rpm,4.0130587
L51841,Rotational speed rpm,5.6435513
M19287,Rotational speed rpm,5.492684
L51939,Rotational speed rpm,6.0992723
L51450,Rotational speed rpm,4.3717184
L52241,Rotational speed rpm,2.2904499
L55372,Rotational speed rpm,-1.2072939
L53258,Rotational speed rpm,1.1459312
L53705,Rotational speed rpm,2.9613938
M19529,Rotational speed rpm,6.3534966
M19143,Rotational speed rpm,1.6423498
L48571,Rotational speed rpm,1.9752839
L56594,Rotational speed rpm,1.5850507
L47783,Rotational speed rpm,2.1088662
L54347,Rotational speed rpm,2.2459416
L56264,Rotational speed rpm,1.5792717
H37528,Rotational speed rpm,1.0917102
M15119,Rotational speed rpm,1.0557246
L51586,Rotational speed rpm,4.241787
L56355,Rotational speed rpm,0.8351792
M19857,Rotational speed rpm,1.2606062
L52332,Rotational speed rpm,0.5613246
L54266,Rotational speed rpm,0.7677384
M19704,Rotational speed rpm,5.2328444
L51759,Rotational speed rpm,5.984083
M19461,Rotational speed rpm,5.6171913
H34312,Rotational speed rpm,0.73372626
L51362,Rotational speed rpm,4.7842836
L51800,Rotational speed rpm,4.923963
L51791,Rotational speed rpm,5.3730397
L52670,Rotational speed rpm,0.1300252
L51260,Rotational speed rpm,3.8174868
M19221,Rotational speed rpm,5.208236
L51801,Rotational speed rpm,5.516201
M23105,Rotational speed rpm,0.83519864
M19202,Rotational speed rpm,1.078625
L54263,Rotational speed rpm,-0.68673146
L49624,Rotational speed rpm,-0.02596325
L51898,Rotational speed rpm,4.6561203
L51776,Rotational speed rpm,6.0180635
L49305,Rotational speed rpm,0.0039702803
L49511,Rotational speed rpm,-0.28919676
M19622,Rotational speed rpm,0.2714969
L47926,Rotational speed rpm,-0.29975054
M19033,Rotational speed rpm,5.1337585
L51935,Rotational speed rpm,4.225927
L48969,Rotational speed rpm,2.116254
L51919,Rotational speed rpm,4.6377325
H32414,Rotational speed rpm,2.0478969
L47507,Rotational speed rpm,2.955839
H32274,Rotational speed rpm,-2.0290017
L51261,Rotational speed rpm,3.455273
M19597,Rotational speed rpm,3.9310088
M19309,Rotational speed rpm,4.6642427
L47643,Rotational speed rpm,1.5452296
L53428,Rotational speed rpm,-0.6104678
M20194,Rotational speed rpm,1.3645612
M23442,Rotational speed rpm,1.7751145
M19525,Rotational speed rpm,3.291212
H34175,Rotational speed rpm,4.816142
L48342,Rotational speed rpm,-0.25721446
H33979,Rotational speed rpm,3.7848146
L51228,Rotational speed rpm,2.2861867
M23706,Rotational speed rpm,0.6519841
L47348,Rotational speed rpm,1.5046179
M19013,Rotational speed rpm,3.509971
L51903,Rotational speed rpm,4.8150706
M20475,Rotational speed rpm,0.41564265
L55106,Rotational speed rpm,1.8460572
L54936,Rotational speed rpm,3.5233285
L57002,Rotational speed rpm,1.5448079
L49674,Rotational speed rpm,0.9353397
M19251,Rotational speed rpm,5.449658
L48988,Rotational speed rpm,1.2119216
L51365,Rotational speed rpm,5.0900154
M19030,Rotational speed rpm,4.376402
L53358,Rotational speed rpm,0.34551358
L51427,Rotational speed rpm,3.5027444
H33769,Rotational speed rpm,3.555038
L52116,Rotational speed rpm,0.58079404
L51213,Rotational speed rpm,-4.3521
L52016,Rotational speed rpm,1.8740542
L56834,Rotational speed rpm,2.5896785
L55375,Rotational speed rpm,2.8383021
L51344,Rotational speed rpm,5.2140384
L54857,Rotational speed rpm,-0.38481402
L57010,Rotational speed rpm,2.0414631
L49479,Rotational speed rpm,1.7256182
L50940,Rotational speed rpm,5.820203
H33243,Rotational speed rpm,5.152895
L49885,Rotational speed rpm,2.138599
M21659,Rotational speed rpm,1.8927892
L56847,Rotational speed rpm,1.8933201
L50708,Rotational speed rpm,3.1202078
H34813,Rotational speed rpm,-0.24662483
M18674,Rotational speed rpm,1.7792721
L51364,Rotational speed rpm,4.445209
L51482,Rotational speed rpm,-0.46457574
L51299,Rotational speed rpm,3.875763
L48770,Rotational speed rpm,-1.7217187
L50084,Rotational speed rpm,0.506974
L51508,Rotational speed rpm,4.7084603
M23874,Rotational speed rpm,0.47393587
L51310,Rotational speed rpm,1.0498042
L51359,Rotational speed rpm,5.296022
M19011,Rotational speed rpm,5.6345477
L51276,Rotational speed rpm,4.8980765
L52042,Rotational speed rpm,2.4217
M23058,Rotational speed rpm,2.0210543
M20261,Rotational speed rpm,0.5201886
L54716,Rotational speed rpm,2.4072742
L50446,Rotational speed rpm,3.191595
L50864,Rotational speed rpm,-0.09273217
L51948,Rotational speed rpm,3.8661618
L48265,Rotational speed rpm,-0.8711942
H33492,Rotational speed rpm,0.46281913
L51411,Rotational speed rpm,5.2033534
L47230,Rotational speed rpm,1.8150213
L52164,Rotational speed rpm,-0.20396318
L48599,Rotational speed rpm,1.6666856
L51911,Rotational speed rpm,3.710709
L56196,Rotational speed rpm,0.46419242
M20858,Rotational speed rpm,-1.5431087
H33665,Rotational speed rpm,4.8068156
L48763,Rotational speed rpm,0.73766756
L52914,Rotational speed rpm,2.8316824
L51429,Rotational speed rpm,3.380289
L54939,Rotational speed rpm,-0.278403
L51267,Rotational speed rpm,4.3666735
L51320,Rotational speed rpm,1.7632438
M22424,Rotational speed rpm,1.434748
L47422,Rotational speed rpm,0.6443194
L52020,Rotational speed rpm,1.2031283
L48514,Rotational speed rpm,2.0382638
L52011,Rotational speed rpm,5.000006
L51465,Rotational speed rpm,5.0682077
M18980,Rotational speed rpm,4.134347
L50530,Rotational speed rpm,0.13358156
L51882,Rotational speed rpm,0.53674805
L51462,Rotational speed rpm,4.995247
L51210,Rotational speed rpm,-1.767872
L50205,Rotational speed rpm,2.1654804
L51950,Rotational speed rpm,5.3951397
L52571,Rotational speed rpm,-2.2787828
M18884,Rotational speed rpm,1.1048161
L48324,Rotational speed rpm,0.7386475
L47765,Rotational speed rpm,-0.5644255
M19580,Rotational speed rpm,5.868723
L50668,Rotational speed rpm,3.8879657
L50973,Rotational speed rpm,5.503186
L51825,Rotational speed rpm,-3.5568757
L48854,Rotational speed rpm,-1.90492
M16184,Rotational speed rpm,-0.19523366
L48705,Rotational speed rpm,-0.23746961
M21538,Rotational speed rpm,2.1900916
M15067,Rotational speed rpm,1.2638786
L51503,Rotational speed rpm,5.330757
H30623,Rotational speed rpm,1.0887069
L51473,Rotational speed rpm,-1.5085534
L50199,Rotational speed rpm,2.687599
L55784,Rotational speed rpm,-0.7548271
L51318,Rotational speed rpm,4.068812
L51298,Rotational speed rpm,2.6513848
L50776,Rotational speed rpm,3.7351096
L51337,Rotational speed rpm,1.5169787
M19238,Rotational speed rpm,-1.8806248
L51459,Rotational speed rpm,5.920408
M18727,Rotational speed rpm,0.38953626
M18317,Rotational speed rpm,1.2236319
L50549,Rotational speed rpm,1.783025
H39353,Rotational speed rpm,1.0443491
L53339,Rotational speed rpm,0.0048045516
L49513,Rotational speed rpm,-1.639186
H32875,Rotational speed rpm,4.384036
L47622,Rotational speed rpm,1.1733575
L50967,Rotational speed rpm,5.8540974
L50989,Rotational speed rpm,3.9245322
H34462,Rotational speed rpm,0.58590674
L54849,Rotational speed rpm,1.0625174
L53682,Rotational speed rpm,0.22528043
L54112,Rotational speed rpm,1.4996451
L54170,Rotational speed rpm,1.4741207
M18981,Rotational speed rpm,3.1578953
M19492,Rotational speed rpm,3.396352
L47341,Rotational speed rpm,-1.1155667
L56843,Rotational speed rpm,-0.62823373
M21400,Rotational speed rpm,3.244511
M18666,Rotational speed rpm,5.6217556
L54261,Rotational speed rpm,1.4777147
L53204,Rotational speed rpm,3.6686397
H35932,Rotational speed rpm,-1.076585
L49761,Rotational speed rpm,1.0119176
L51335,Rotational speed rpm,5.902189
L48859,Rotational speed rpm,-4.309089
L54167,Rotational speed rpm,-0.5959893
L51994,Rotational speed rpm,-1.2730064
M18654,Rotational speed rpm,5.1371307
L47560,Rotational speed rpm,1.8930519
L51046,Rotational speed rpm,3.5895665
M19118,Rotational speed rpm,1.0071307
L49255,Rotational speed rpm,-0.650584
L49682,Rotational speed rpm,-1.687925
L51908,Rotational speed rpm,-1.5027846
L48347,Rotational speed rpm,2.1168637
L55006,Rotational speed rpm,-0.81879437
L54104,Rotational speed rpm,0.41320002
L54460,Rotational speed rpm,0.34691396
L53345,Rotational speed rpm,-0.49005365
H30814,Rotational speed rpm,1.2267345
L51396,Rotational speed rpm,4.667433
L51405,Rotational speed rpm,5.1228504
L48186,Rotational speed rpm,-2.7039092
M17739,Rotational speed rpm,1.5078242
L51506,Rotational speed rpm,4.8545675
M17026,Rotational speed rpm,0.09907096
L48927,Rotational speed rpm,-0.075849794
L56793,Rotational speed rpm,2.9845915
L51212,Rotational speed rpm,-1.3874762
L51910,Rotational speed rpm,-2.6941516
L53853,Rotational speed rpm,2.9870257
L51297,Rotational speed rpm,3.1898458
M19113,Rotational speed rpm,4.7757583
M20385,Rotational speed rpm,3.8425236
M22451,Rotational speed rpm,-0.91306686
L54749,Rotational speed rpm,-0.17646621
L52773,Rotational speed rpm,3.7019165
L48275,Rotational speed rpm,1.2417189
M17286,Rotational speed rpm,3.355093
L47255,Rotational speed rpm,2.9180856
L52450,Rotational speed rpm,-1.1229739
L55776,Rotational speed rpm,2.212491
H33006,Rotational speed rpm,4.2555337
L50676,Rotational speed rpm,2.7161164
M18976,Rotational speed rpm,-2.077913
L55542,Rotational speed rpm,-0.37670606
H37262,Rotational speed rpm,-2.40163
M22857,Rotational speed rpm,2.3658993
L52886,Rotational speed rpm,0.9224636
L51250,Rotational speed rpm,1.9104376
L55406,Rotational speed rpm,0.26489958
L49413,Rotational speed rpm,1.5935587
L51371,Rotational speed rpm,-0.070665844
L56944,Rotational speed rpm,0.20449844
L50781,Rotational speed rpm,4.0994077
M19213,Rotational speed rpm,-1.3897828
M16276,Rotational speed rpm,-0.14239882
L49211,Rotational speed rpm,-0.73323786
M20856,Rotational speed rpm,-1.5716019
M18387,Rotational speed rpm,-3.0277634
L53307,Rotational speed rpm,-2.2945867
L52156,Rotational speed rpm,4.357324
L51487,Rotational speed rpm,0.71003366
M20859,Rotational speed rpm,-0.70202476
L51813,Rotational speed rpm,-2.1484957
L50038,Rotational speed rpm,-0.956942
M24356,Rotational speed rpm,0.5666336
M15740,Rotational speed rpm,-1.0693012
L51560,Rotational speed rpm,-1.8039924
L52380,Rotational speed rpm,-1.4801556
L52085,Rotational speed rpm,3.3585467
M17708,Rotational speed rpm,-1.0772163
L51534,Rotational speed rpm,-2.4244092
M18453,Rotational speed rpm,3.9087505
L54717,Rotational speed rpm,-1.1837523
L48964,Rotational speed rpm,1.5630972
L52999,Rotational speed rpm,-1.1687146
L47436,Rotational speed rpm,-0.2684337
L49013,Rotational speed rpm,0.37670368
M22863,Rotational speed rpm,-2.085703
L55208,Rotational speed rpm,-2.6856806
M16367,Rotational speed rpm,1.384641
H30537,Rotational speed rpm,0.7353613
M18247,Rotational speed rpm,-1.2397501
L49514,Rotational speed rpm,-1.465081
L55751,Rotational speed rpm,-0.24763218
L56624,Rotational speed rpm,-1.0247022
L53119,Rotational speed rpm,-0.29044583
L51124,Rotational speed rpm,-1.6128833
L50179,Rotational speed rpm,0.6853119
L52487,Rotational speed rpm,-1.4933468
L52013,Rotational speed rpm,5.974825
L55204,Rotational speed rpm,-1.2290361
M18716,Rotational speed rpm,0.8042653
M16540,Rotational speed rpm,-1.4635154
L52031,Rotational speed rpm,4.6379986
L55190,Rotational speed rpm,-1.1832852
H38909,Rotational speed rpm,3.883749
M19080,Rotational speed rpm,-1.2437873
L50536,Rotational speed rpm,3.1922474
M22547,Rotational speed rpm,0.17207251
M19063,Rotational speed rpm,-3.6169882
L54191,Rotational speed rpm,1.4239349
L52580,Rotational speed rpm,-0.29844204
L48721,Rotational speed rpm,-0.3432108
L51826,Rotational speed rpm,-2.8558176
M22881,Rotational speed rpm,-0.37927628
L51391,Rotational speed rpm,3.9862106
M21996,Rotational speed rpm,-0.46680975
L51203,Rotational speed rpm,2.3870416
H32906,Rotational speed rpm,-0.1905924
L51824,Rotational speed rpm,-3.876531
L51023,Rotational speed rpm,-0.22515146
L48025,Rotational speed rpm,-1.161115
L51811,Rotational speed rpm,-3.0116742
L47585,Rotational speed rpm,1.1766049
L51290,Rotational speed rpm,4.011204
M16616,Rotational speed rpm,0.55982524
M21318,Rotational speed rpm,-1.6820363
L52668,Rotational speed rpm,0.66224676
H35402,Rotational speed rpm,-0.37936753
L56345,Rotational speed rpm,-1.4220682
L49195,Rotational speed rpm,-0.4757247
L54373,Rotational speed rpm,-0.29381862
M23329,Rotational speed rpm,-2.1140027
L53501,Rotational speed rpm,-1.1595509
L48430,Rotational speed rpm,-2.3579593
L53852,Rotational speed rpm,-1.2515326
M18096,Rotational speed rpm,-0.7806791
L53333,Rotational speed rpm,-0.9748726
L48598,Rotational speed rpm,1.5044441
M21785,Rotational speed rpm,-1.228506
L52242,Rotational speed rpm,0.57920665
L47941,Rotational speed rpm,-2.317858
M22284,Rotational speed rpm,-2.1617424
M22143,Rotational speed rpm,-0.3847414
M20088,Rotational speed rpm,-0.3609184
M21478,Rotational speed rpm,2.6145854
M17018,Rotational speed rpm,0.07264739
M19509,Rotational speed rpm,-2.931857
L48027,Rotational speed rpm,0.55508363
L52119,Rotational speed rpm,-1.3644934
L51293,Rotational speed rpm,2.9835372
M19066,Rotational speed rpm,-4.098553
L50748,Rotational speed rpm,4.6139054
H33443,Rotational speed rpm,-2.3393261
L51823,Torque Nm,1.8555237
L51642,Torque Nm,7.8231373
L51909,Torque Nm,5.7271442
L51563,Torque Nm,6.9519663
L54689,Torque Nm,5.673008
L51822,Torque Nm,1.4935585
L51597,Torque Nm,6.1925063
L51601,Torque Nm,3.0461535
L51034,Torque Nm,10.493398
H33894,Torque Nm,-0.67321444
L54773,Torque Nm,9.697478
L48515,Torque Nm,1.8392329
L51681,Torque Nm,-0.6326313
M20254,Torque Nm,9.58861
L51628,Torque Nm,-2.0582025
L48676,Torque Nm,10.724785
L51123,Torque Nm,7.9812903
H35323,Torque Nm,9.00199
L56839,Torque Nm,5.527546
L51621,Torque Nm,-2.1825945
L51675,Torque Nm,0.74700886
L51615,Torque Nm,-1.0349185
L51716,Torque Nm,-1.8415095
M19269,Torque Nm,-1.0346913
L48341,Torque Nm,5.6863904
L51655,Torque Nm,-2.7743995
L49941,Torque Nm,8.969009
L49778,Torque Nm,12.291602
M15984,Torque Nm,10.602368
L51580,Torque Nm,-1.9860245
L57154,Torque Nm,12.369923
M15876,Torque Nm,11.427683
L52100,Torque Nm,9.422584
L47429,Torque Nm,3.2999554
L47249,Torque Nm,13.054148
L47428,Torque Nm,2.4680743
L51690,Torque Nm,2.813437
L51251,Torque Nm,8.298435
L56673,Torque Nm,2.2052693
M23167,Torque Nm,13.670492
L47340,Torque Nm,5.0573955
L53435,Torque Nm,2.755176
M19393,Torque Nm,-1.7671149
L53677,Torque Nm,9.34627
M19279,Torque Nm,6.572528
L51585,Torque Nm,-1.5006789
M19416,Torque Nm,-1.9406878
L56844,Torque Nm,1.6455815
L51738,Torque Nm,-2.6288023
L55578,Torque Nm,7.302689
L51831,Torque Nm,-1.7197982
L55617,Torque Nm,6.7872543
L51724,Torque Nm,-0.630383
L51750,Torque Nm,-0.9709546
L48775,Torque Nm,0.70180345
M19249,Torque Nm,-1.8782469
M18795,Torque Nm,8.712387
M19387,Torque Nm,-2.2452722
L51550,Torque Nm,2.8608327
L52399,Torque Nm,4.384845
L51434,Torque Nm,8.082609
L51928,Torque Nm,-2.2080078
L51780,Torque Nm,-2.306307
M19478,Torque Nm,-1.7128628
L48106,Torque Nm,1.2016189
M19587,Torque Nm,-2.2283328
L51841,Torque Nm,-2.1746316
M19287,Torque Nm,-2.5006123
L51939,Torque Nm,-2.1277776
L51450,Torque Nm,-1.2248567
L52241,Torque Nm,6.845381
L55372,Torque Nm,7.0379634
L53258,Torque Nm,4.012952
L53705,Torque Nm,10.773929
M19529,Torque Nm,-2.6599946
M19143,Torque Nm,3.6192036
L48571,Torque Nm,7.9391513
L56594,Torque Nm,0.5892653
L47783,Torque Nm,10.431961
L54347,Torque Nm,5.2642646
L56264,Torque Nm,12.112483
H37528,Torque Nm,5.2942114
M15119,Torque Nm,10.006201
L51586,Torque Nm,1.0280964
L56355,Torque Nm,12.4639435
M19857,Torque Nm,6.9662623
L52332,Torque Nm,5.4076204
L54266,Torque Nm,1.4632202
M19704,Torque Nm,-1.8537272
L51759,Torque Nm,-2.437175
M19461,Torque Nm,-1.0786312
H34312,Torque Nm,1.9345967
L51362,Torque Nm,-1.1540711
L51800,Torque Nm,-0.87349224
L51791,Torque Nm,-0.1984658
L52670,Torque Nm,10.523364
L51260,Torque Nm,1.8327105
M19221,Torque Nm,-2.7522948
L51801,Torque Nm,-2.1924891
M23105,Torque Nm,11.786268
M19202,Torque Nm,7.2818885
L54263,Torque Nm,7.690996
L49624,Torque Nm,10.727111
L51898,Torque Nm,0.7116733
L51776,Torque Nm,-2.808536
L49305,Torque Nm,10.753782
L49511,Torque Nm,1.5936636
M19622,Torque Nm,6.9172792
L47926,Torque Nm,6.9831114
M19033,Torque Nm,-2.799722
L51935,Torque Nm,-1.6074089
L48969,Torque Nm,8.489501
L51919,Torque Nm,-1.1773351
H32414,Torque Nm,10.666751
L47507,Torque Nm,1.432764
H32274,Torque Nm,-2.8259466
L51261,Torque Nm,1.5020546
M19597,Torque Nm,0.12376616
M19309,Torque Nm,-1.3517146
L47643,Torque Nm,6.3946943
L53428,Torque Nm,9.437368
M20194,Torque Nm,7.019052
M23442,Torque Nm,12.038373
M19525,Torque Nm,-1.3831646
H34175,Torque Nm,-0.60680914
L48342,Torque Nm,3.7054095
H33979,Torque Nm,-1.1467924
L51228,Torque Nm,7.576395
M23706,Torque Nm,5.882357
L47348,Torque Nm,9.48056
M19013,Torque Nm,-0.8950678
L51903,Torque Nm,-2.8420038
M20475,Torque Nm,9.311132
L55106,Torque Nm,3.5166185
L54936,Torque Nm,3.6746929
L57002,Torque Nm,6.8656483
L49674,Torque Nm,-0.14184675
M19251,Torque Nm,-1.6017125
L48988,Torque Nm,6.4977746
L51365,Torque Nm,-2.655232
M19030,Torque Nm,-1.990357
L53358,Torque Nm,11.244707
L51427,Torque Nm,2.40913
H33769,Torque Nm,0.061477073
L52116,Torque Nm,9.311891
L51213,Torque Nm,-3.519513
L52016,Torque Nm,2.8961544
L56834,Torque Nm,1.9368542
L55375,Torque Nm,1.0822834
L51344,Torque Nm,-2.5617034
L54857,Torque Nm,0.90911245
L57010,Torque Nm,2.6440654
L49479,Torque Nm,8.935355
L50940,Torque Nm,-2.1575143
H33243,Torque Nm,-2.4832504
L49885,Torque Nm,8.142391
M21659,Torque Nm,7.4474816
L56847,Torque Nm,-1.7221917
L50708,Torque Nm,1.0845112
H34813,Torque Nm,2.4812171
M18674,Torque Nm,1.3663926
L51364,Torque Nm,-1.4443711
L51482,Torque Nm,5.117448
L51299,Torque Nm,-2.0726511
L48770,Torque Nm,-2.6653166
L50084,Torque Nm,5.4757314
L51508,Torque Nm,-3.0005126
M23874,Torque Nm,5.9038496
L51310,Torque Nm,4.0066204
L51359,Torque Nm,-1.240136
M19011,Torque Nm,-2.0430846
L51276,Torque Nm,-1.7075682
L52042,Torque Nm,-1.033497
M23058,Torque Nm,-3.6848881
M20261,Torque Nm,1.6221938
L54716,Torque Nm,7.79965
L50446,Torque Nm,2.1403186
L50864,Torque Nm,8.074536
L51948,Torque Nm,-0.33386806
L48265,Torque Nm,0.58807313
H33492,Torque Nm,3.3926854
L51411,Torque Nm,-1.9865582
L47230,Torque Nm,7.331516
L52164,Torque Nm,4.3496556
L48599,Torque Nm,1.0867456
L51911,Torque Nm,-3.0279727
L56196,Torque Nm,1.7450926
M20858,Torque Nm,-5.1211066
H33665,Torque Nm,-0.7806907
L48763,Torque Nm,6.765655
L52914,Torque Nm,2.8361647
L51429,Torque Nm,-0.19733906
L54939,Torque Nm,5.0900264
L51267,Torque Nm,-1.1833684
L51320,Torque Nm,3.0854998
M22424,Torque Nm,10.739241
L47422,Torque Nm,3.4391367
L52020,Torque Nm,3.4915717
L48514,Torque Nm,-2.0208237
L52011,Torque Nm,-0.08403311
L51465,Torque Nm,-3.208362
M18980,Torque Nm,-1.0409393
L50530,Torque Nm,6.769023
L51882,Torque Nm,4.020642
L51462,Torque Nm,-3.4764724
L51210,Torque Nm,-3.731777
L50205,Torque Nm,-4.585125
L51950,Torque Nm,-2.4953518
L52571,Torque Nm,-4.5993304
M18884,Torque Nm,4.5809817
L48324,Torque Nm,11.095601
L47765,Torque Nm,-2.79694
M19580,Torque Nm,-2.9734147
L50668,Torque Nm,-1.7964953
L50973,Torque Nm,-2.6910524
L51825,Torque Nm,-3.630915
L48854,Torque Nm,-2.8662293
M16184,Torque Nm,11.202721
L48705,Torque Nm,0.9884525
M21538,Torque Nm,9.376569
M15067,Torque Nm,7.29405
L51503,Torque Nm,-2.338146
H30623,Torque Nm,4.3877263
L51473,Torque Nm,-3.5440443
L50199,Torque Nm,0.7617792
L55784,Torque Nm,-2.4247627
L51318,Torque Nm,0.52550685
L51298,Torque Nm,-4.3153896
L50776,Torque Nm,-4.0924473
L51337,Torque Nm,2.4692245
M19238,Torque Nm,-3.786249
L51459,Torque Nm,-2.18827
M18727,Torque Nm,6.307048
M18317,Torque Nm,6.8093243
L50549,Torque Nm,6.2611017
H39353,Torque Nm,4.968116
L53339,Torque Nm,6.7903314
L49513,Torque Nm,-5.232585
H32875,Torque Nm,-3.4409084
L47622,Torque Nm,7.5609064
L50967,Torque Nm,-2.5732105
L50989,Torque Nm,-1.2887009
H34462,Torque Nm,9.597941
L54849,Torque Nm,4.300105
L53682,Torque Nm,1.2716196
L54112,Torque Nm,8.6426325
L54170,Torque Nm,6.653698
M18981,Torque Nm,-1.9540775
M19492,Torque Nm,-2.2075505
L47341,Torque Nm,1.2942922
L56843,Torque Nm,-1.2749976
M21400,Torque Nm,6.299444
M18666,Torque Nm,-2.5693128
L54261,Torque Nm,-2.2297492
L53204,Torque Nm,8.492729
H35932,Torque Nm,7.976287
L49761,Torque Nm,5.781185
L51335,Torque Nm,-1.7234604
L48859,Torque Nm,-2.8421152
L54167,Torque Nm,0.6943448
L51994,Torque Nm,1.8127565
M18654,Torque Nm,-2.6873698
L47560,Torque Nm,6.9327164
L51046,Torque Nm,-1.6042228
M19118,Torque Nm,2.5005136
L49255,Torque Nm,6.9924674
L49682,Torque Nm,-1.4124169
L51908,Torque Nm,-3.3681273
L48347,Torque Nm,0.99218124
L55006,Torque Nm,7.897792
L54104,Torque Nm,1.5545878
L54460,Torque Nm,10.149912
L53345,Torque Nm,-2.4967673
H30814,Torque Nm,4.419058
L51396,Torque Nm,-3.7670803
L51405,Torque Nm,-3.0506287
L48186,Torque Nm,-1.9366504
M17739,Torque Nm,5.3333893
L51506,Torque Nm,0.39992034
M17026,Torque Nm,-0.15381372
L48927,Torque Nm,1.1314374
L56793,Torque Nm,5.5144677
L51212,Torque Nm,-2.1006253
L51910,Torque Nm,-3.444015
L53853,Torque Nm,-0.4589137
L51297,Torque Nm,0.36216927
M19113,Torque Nm,-2.2525835
M20385,Torque Nm,-3.468043
M22451,Torque Nm,4.626511
L54749,Torque Nm,10.679579
L52773,Torque Nm,-2.7189703
L48275,Torque Nm,6.108963
M17286,Torque Nm,7.1138773
L47255,Torque Nm,-4.180429
L52450,Torque Nm,5.5128593
L55776,Torque Nm,-0.06731462
H33006,Torque Nm,-3.848324
L50676,Torque Nm,-2.924459
M18976,Torque Nm,2.8992798
L55542,Torque Nm,3.5644033
H37262,Torque Nm,-3.3616135
M22857,Torque Nm,7.19655
L52886,Torque Nm,9.909952
L51250,Torque Nm,0.3933259
L55406,Torque Nm,5.251471
L49413,Torque Nm,6.508935
L51371,Torque Nm,1.5635734
L56944,Torque Nm,8.688665
L50781,Torque Nm,-6.147328
M19213,Torque Nm,6.9520974
M16276,Torque Nm,-1.9214134
L49211,Torque Nm,3.8333228
M20856,Torque Nm,-2.973066
M18387,Torque Nm,-5.3082814
L53307,Torque Nm,5.34207
L52156,Torque Nm,2.0939987
L51487,Torque Nm,5.304667
M20859,Torque Nm,1.2757971
L51813,Torque Nm,-3.9911718
L50038,Torque Nm,0.644981
M24356,Torque Nm,-3.1290958
M15740,Torque Nm,9.663804
L51560,Torque Nm,-2.706853
L52380,Torque Nm,3.096585
L52085,Torque Nm,-1.8452911
M17708,Torque Nm,0.86917
L51534,Torque Nm,2.7593381
M18453,Torque Nm,-4.601322
L54717,Torque Nm,6.1165075
L48964,Torque Nm,6.4568005
L52999,Torque Nm,-5.997127
L47436,Torque Nm,4.6153626
L49013,Torque Nm,6.1044955
M22863,Torque Nm,6.0124
L55208,Torque Nm,-5.8979077
M16367,Torque Nm,-0.9060525
H30537,Torque Nm,8.113588
M18247,Torque Nm,3.8761945
L49514,Torque Nm,-6.5703416
L55751,Torque Nm,1.5038289
L56624,Torque Nm,-2.6623113
L53119,Torque Nm,5.406183
L51124,Torque Nm,-5.182048
L50179,Torque Nm,5.7948737
L52487,Torque Nm,-3.6411061
L52013,Torque Nm,-2.8786027
L55204,Torque Nm,-6.074593
M18716,Torque Nm,0.15588376
M16540,Torque Nm,-2.7059646
L52031,Torque Nm,-0.74209225
L55190,Torque Nm,3.521359
H38909,Torque Nm,-3.150674
