UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,soma_subtipos,probabilidade_falha,risco
2039,L49218,L,299.0,308.8,1405,55.2,103,0,0,0,0,0,0,0,3.1104883e-05,Baixo
2040,M16899,M,299.0,308.9,1449,39.6,105,0,0,0,0,0,0,0,0.00017651642,Baixo
2041,L49220,L,299.1,308.9,1686,29.6,108,0,0,0,0,0,0,0,5.8243504e-06,Baixo
2042,L49221,L,299.1,308.9,1680,27.2,110,0,0,0,0,0,0,0,4.782216e-06,Baixo
2043,M16902,M,299.1,308.9,1397,52.4,112,0,0,0,0,0,0,0,3.1293097e-05,Baixo
2044,M16903,M,299.2,309.0,1597,30.3,115,0,0,0,0,0,0,0,2.7477248e-05,Baixo
2045,L49224,L,299.3,309.1,1470,41.1,118,0,0,0,0,0,0,0,1.2234094e-06,Baixo
2046,M16905,M,299.3,309.1,1703,31.3,120,0,0,0,0,0,0,0,5.2925365e-08,Baixo
2047,L49226,L,299.3,309.1,1388,45.5,123,0,0,0,0,0,0,0,1.4074708e-06,Baixo
2048,L49227,L,299.3,309.2,1775,24.2,125,0,0,0,0,0,0,0,7.6457326e-07,Baixo
2049,L49228,L,299.3,309.2,1465,41.5,127,0,0,0,0,0,0,0,2.0042182e-06,Baixo
2050,M16909,M,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,0,3.229383e-06,Baixo
2051,M16910,M,299.5,309.3,1675,29.2,132,0,0,0,0,0,0,0,1.3635011e-05,Baixo
2052,M16911,M,299.4,309.2,1470,44.4,135,0,0,0,0,0,0,0,2.0237384e-07,Baixo
2053,L49232,L,299.5,309.3,1477,40.4,138,0,0,0,0,0,0,0,2.823505e-06,Baixo
2054,L49233,L,299.5,309.3,1382,61.0,140,0,0,0,0,0,0,0,0.0011688471,Baixo
2055,M16914,M,299.6,309.4,1605,29.8,142,0,0,0,0,0,0,0,1.992404e-05,Baixo
2056,L49235,L,299.6,309.4,1643,32.9,145,0,0,0,0,0,0,0,7.668745e-08,Baixo
2057,L49236,L,299.5,309.3,1333,54.1,147,0,0,0,0,0,0,0,1.8113004e-05,Baixo
2058,L49237,L,299.5,309.3,1520,42.3,149,0,0,0,0,0,0,0,7.9017985e-07,Baixo
2059,M16918,M,299.5,309.3,1902,24.0,151,0,0,0,0,0,0,0,0.0006133266,Baixo
2060,H31473,H,299.5,309.4,1386,44.4,154,0,0,0,0,0,0,0,0.00015955933,Baixo
2061,L49240,L,299.6,309.5,1803,27.7,159,0,0,0,0,0,0,0,2.5013658e-06,Baixo
2062,L49241,L,299.7,309.6,1359,50.7,161,0,0,0,0,0,0,0,5.6479457e-05,Baixo
2063,M16922,M,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,0,5.6557597e-06,Baixo
2064,L49243,L,299.7,309.6,1321,53.4,166,0,0,0,0,0,0,0,3.8237226e-06,Baixo
2065,L49244,L,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,0,1.270438e-05,Baixo
2066,L49245,L,299.7,309.6,1419,45.1,170,0,0,0,0,0,0,0,3.6407425e-06,Baixo
2067,L49246,L,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,0,1.4559968e-06,Baixo
2068,L49247,L,299.7,309.6,1553,36.8,174,0,0,0,0,0,0,0,5.8460756e-07,Baixo
2069,M16928,M,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,0,3.6949875e-06,Baixo
2070,H31483,H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0,0,1.1190934e-06,Baixo
2071,L49250,L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0,0,7.6075066e-06,Baixo
2072,M16931,M,299.7,309.6,1313,60.0,186,0,0,0,0,0,0,0,0.0033660238,Baixo
2074,L49253,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,0,1.132448e-06,Baixo
2075,L49254,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,0,1.7944295e-06,Baixo
2076,L49255,L,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,1,0.871182,Crítico
2077,L49256,L,299.4,309.3,1544,36.0,197,0,0,0,0,0,0,0,1.1296175e-05,Baixo
2078,L49257,L,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,0,1.3040041e-05,Baixo
2079,M16938,M,299.4,309.3,1692,28.4,201,0,0,0,0,0,0,0,9.682358e-05,Baixo
2080,M16939,M,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,0,0.009820564,Baixo
2081,L49260,L,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,0,0.040153787,Baixo
2082,M16941,M,299.4,309.3,1485,47.1,209,0,0,0,0,0,0,0,8.321378e-05,Baixo
2083,H31496,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,0,0.00010364645,Baixo
2084,H31497,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,0,1.0429835e-06,Baixo
2085,L49264,L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0,0,1.1882664e-06,Baixo
2086,L49265,L,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,0,2.490051e-06,Baixo
2087,H31500,H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,0,1.075283e-06,Baixo
2088,L49267,L,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,0,1.6234421e-07,Baixo
2089,L49268,L,299.6,309.4,1331,46.4,16,0,0,0,0,0,0,0,8.4037776e-05,Baixo
2090,L49269,L,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,0,8.165598e-06,Baixo
2091,L49270,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0,0,3.923478e-07,Baixo
2092,L49271,L,299.4,309.2,1433,42.1,22,0,0,0,0,0,0,0,9.0714383e-07,Baixo
2093,L49272,L,299.4,309.2,1444,48.2,24,0,0,0,0,0,0,0,4.4955917e-07,Baixo
2094,L49273,L,299.4,309.2,1564,39.0,26,0,0,0,0,0,0,0,1.18758045e-07,Baixo
2095,L49274,L,299.4,309.3,1377,43.6,28,0,0,0,0,0,0,0,1.6664911e-06,Baixo
2096,L49275,L,299.4,309.3,1525,41.5,30,0,0,0,0,0,0,0,1.5697486e-06,Baixo
2097,M16956,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,0,1.7566168e-05,Baixo
2098,M16957,M,299.4,309.4,1326,47.5,35,0,0,0,0,0,0,0,0.00020483203,Baixo
2099,L49278,L,299.4,309.3,1401,59.0,38,0,0,0,0,0,0,0,0.0017922925,Baixo
2100,L49279,L,299.4,309.3,1596,31.8,40,0,0,0,0,0,0,0,4.0344673e-08,Baixo
2101,M16960,M,299.3,309.3,1471,46.0,42,0,0,0,0,0,0,0,1.3236411e-06,Baixo
2102,L49281,L,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,0,2.1135033e-06,Baixo
2103,L49282,L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0,0,5.6410343e-05,Baixo
2104,M16963,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,0,4.405623e-05,Baixo
2105,M16964,M,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,0,4.821594e-08,Baixo
2106,L49285,L,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,0,5.861299e-08,Baixo
2107,L49286,L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,0,4.977832e-07,Baixo
2108,M16967,M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0,0,5.974173e-07,Baixo
2109,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,0,2.5192585e-06,Baixo
2110,M16969,M,299.3,309.0,1496,43.4,67,0,0,0,0,0,0,0,2.23255e-07,Baixo
2111,H31524,H,299.3,309.0,1508,35.0,70,0,0,0,0,0,0,0,6.9247176e-07,Baixo
2112,L49291,L,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,0,3.2312334e-07,Baixo
2113,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,0,6.455855e-06,Baixo
2114,L49293,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,0,5.028637e-06,Baixo
2115,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,0,3.2724895e-06,Baixo
2116,L49295,L,299.4,309.0,1404,47.3,86,0,0,0,0,0,0,0,1.6806334e-06,Baixo
2117,M16976,M,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,0,3.1824652e-06,Baixo
2118,H31531,H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,0,7.698334e-06,Baixo
2119,H31532,H,299.3,308.9,1429,43.0,96,0,0,0,0,0,0,0,8.981587e-06,Baixo
2120,M16979,M,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,0,0.005331702,Baixo
2121,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,0,6.5241466e-06,Baixo
2122,M16981,M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,0,0.0008453654,Baixo
2123,M16982,M,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,0,2.1495787e-05,Baixo
2124,L49303,L,299.3,309.0,1491,38.4,115,0,0,0,0,0,0,0,1.2350664e-05,Baixo
2125,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,0,8.4214276e-05,Baixo
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,1,0.99920243,Crítico
2127,L49306,L,299.3,309.0,1449,46.5,121,0,0,0,0,0,0,0,1.7395694e-05,Baixo
2128,H31541,H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,0,2.3605551e-05,Baixo
2129,L49308,L,299.4,309.0,1800,24.3,128,0,0,0,0,0,0,0,4.6717125e-07,Baixo
2130,H31543,H,299.4,309.0,1607,33.7,130,0,0,0,0,0,0,0,4.8311765e-08,Baixo
2131,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0,0,0.0002328353,Baixo
2132,L49311,L,299.4,309.1,1432,45.4,137,0,0,0,0,0,0,0,4.1158577e-07,Baixo
2133,L49312,L,299.4,309.0,1660,28.4,139,0,0,0,0,0,0,0,1.132247e-05,Baixo
2134,H31547,H,299.3,309.0,1732,29.7,141,0,0,0,0,0,0,0,8.79729e-06,Baixo
2135,L49314,L,299.3,309.0,1473,46.3,146,0,0,0,0,0,0,0,2.2411854e-07,Baixo
2136,L49315,L,299.3,309.0,1511,47.8,148,0,0,0,0,0,0,0,2.016517e-06,Baixo
2137,L49316,L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,0,5.498878e-06,Baixo
2138,L49317,L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,0,4.0102896e-07,Baixo
2139,L49318,L,299.3,309.0,1734,30.6,154,0,0,0,0,0,0,0,3.52228e-07,Baixo
2140,L49319,L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,0,7.585698e-07,Baixo
2141,L49320,L,299.3,309.0,1419,46.6,158,0,0,0,0,0,0,0,6.465877e-07,Baixo
2142,M17001,M,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,0,1.3841212e-05,Baixo
2143,L49322,L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0,0,0.0071626697,Baixo
2144,M17003,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0,0,5.1869615e-06,Baixo
2145,L49324,L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,0,0.00046801614,Baixo
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,0,1.0162552e-06,Baixo
2147,L49326,L,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,0,1.7258672e-06,Baixo
2148,L49327,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,0,6.782808e-06,Baixo
2149,L49328,L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,0,2.284932e-06,Baixo
2150,L49329,L,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,0,3.6293613e-07,Baixo
2151,H31564,H,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,0,3.2036592e-06,Baixo
2152,M17011,M,299.3,308.7,1289,51.5,185,0,0,0,0,0,0,0,3.947958e-05,Baixo
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,0,5.0515595e-05,Baixo
2154,H31567,H,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,0,0.0003020499,Baixo
2155,M17014,M,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,0,6.5171325e-06,Baixo
2156,L49335,L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,0,0.0010120623,Baixo
2157,M17016,M,299.4,308.9,1457,41.5,201,0,0,0,0,0,0,0,0.000103446306,Baixo
2158,M17017,M,299.4,309.0,1939,19.8,204,0,0,0,0,0,0,0,0.008597581,Baixo
2159,M17018,M,299.5,309.0,1399,49.7,207,0,0,0,0,0,0,0,0.21704732,Baixo
2160,M17019,M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0,0,7.921319e-06,Baixo
2161,L49340,L,299.4,309.0,1507,41.0,213,0,0,0,0,0,0,0,0.001875557,Baixo
2162,L49341,L,299.4,309.1,1464,40.5,215,0,0,0,0,0,0,0,0.00014509297,Baixo
2163,L49342,L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0,0,0.0006791238,Baixo
2164,L49343,L,299.6,309.2,1422,39.8,219,0,0,0,0,0,0,0,0.03964443,Baixo
2165,L49344,L,299.6,309.2,1540,36.7,221,0,0,0,0,0,0,0,0.0040717055,Baixo
2166,L49345,L,299.5,309.1,1476,47.8,223,0,0,0,0,0,0,0,0.0066927844,Baixo
2167,M17026,M,299.6,309.2,1867,23.4,225,1,1,0,0,0,0,1,0.8145367,Crítico
2168,H31581,H,299.6,309.1,1588,41.3,0,0,0,0,0,0,0,0,4.1566847e-07,Baixo
2169,M17028,M,299.5,309.1,1420,49.5,5,0,0,0,0,0,0,0,3.4354957e-07,Baixo
2170,L49349,L,299.5,309.1,1415,49.2,8,0,0,0,0,0,0,0,3.3808598e-07,Baixo
2171,M17030,M,299.4,309.1,1500,43.3,10,0,0,0,0,0,0,0,9.117148e-08,Baixo
2172,L49351,L,299.5,309.1,1502,44.6,13,0,0,0,0,0,0,0,2.512907e-07,Baixo
2173,L49352,L,299.5,309.2,1816,23.0,15,0,0,0,0,0,0,0,2.7514048e-07,Baixo
2174,M17033,M,299.5,309.2,1495,41.6,17,0,0,0,0,0,0,0,4.888359e-07,Baixo
2175,L49354,L,299.6,309.2,1572,33.4,20,0,0,0,0,0,0,0,1.1877119e-07,Baixo
2176,M17035,M,299.5,309.2,1590,35.9,22,0,0,0,0,0,0,0,5.747987e-06,Baixo
2177,M17036,M,299.6,309.3,1387,48.3,25,0,0,0,0,0,0,0,1.3822047e-05,Baixo
2178,M17037,M,299.6,309.2,1393,47.7,28,0,0,0,0,0,0,0,2.5095064e-06,Baixo
2179,L49358,L,299.6,309.2,1602,37.3,31,0,0,0,0,0,0,0,5.494258e-07,Baixo
2180,L49359,L,299.6,309.2,1601,33.3,33,0,0,0,0,0,0,0,1.4277683e-07,Baixo
2181,H31594,H,299.6,309.2,1597,36.3,35,0,0,0,0,0,0,0,1.1607454e-07,Baixo
2182,H31595,H,299.5,309.1,1548,44.3,40,0,0,0,0,0,0,0,3.9627226e-09,Baixo
2183,M17042,M,299.5,309.2,1314,61.8,45,0,0,0,0,0,0,0,5.5594115e-05,Baixo
2184,M17043,M,299.6,309.3,1577,39.8,48,0,0,0,0,0,0,0,1.5371395e-06,Baixo
2185,L49364,L,299.8,309.4,1475,43.4,51,0,0,0,0,0,0,0,2.87139e-07,Baixo
2186,L49365,L,299.8,309.4,1630,32.4,53,0,0,0,0,0,0,0,1.6876388e-08,Baixo
2187,L49366,L,299.7,309.4,1445,42.9,55,0,0,0,0,0,0,0,9.085022e-07,Baixo
2188,M17047,M,299.8,309.4,1439,47.4,57,0,0,0,0,0,0,0,1.4589588e-06,Baixo
2189,L49368,L,299.7,309.3,1420,44.1,60,0,0,0,0,0,0,0,1.5183882e-07,Baixo
2190,H31603,H,299.7,309.2,1554,41.6,62,0,0,0,0,0,0,0,1.08851076e-07,Baixo
2191,M17050,M,299.6,309.1,1471,44.3,67,0,0,0,0,0,0,0,1.2495177e-05,Baixo
2192,L49371,L,299.6,309.0,1648,33.6,70,0,0,0,0,0,0,0,1.3576066e-07,Baixo
2193,L49372,L,299.6,309.0,1472,48.8,72,0,0,0,0,0,0,0,2.6303535e-06,Baixo
2194,M17053,M,299.5,308.9,1448,42.9,74,0,0,0,0,0,0,0,1.5028115e-05,Baixo
2195,M17054,M,299.6,308.9,1568,35.3,77,0,0,0,0,0,0,0,4.2564448e-06,Baixo
2196,L49375,L,299.6,308.9,1613,30.8,80,0,0,0,0,0,0,0,1.357828e-05,Baixo
2197,M17056,M,299.7,308.9,1551,35.4,82,0,0,0,0,0,0,0,0.00023603316,Baixo
2198,L49377,L,299.7,309.0,1412,49.2,85,0,0,0,0,0,0,0,2.838714e-07,Baixo
2199,M17058,M,299.7,308.9,1478,41.0,87,0,0,0,0,0,0,0,0.00020606379,Baixo
2200,M17059,M,299.8,309.1,1268,58.0,90,0,0,0,0,0,0,0,8.141375e-05,Baixo
2201,L49380,L,299.8,309.1,1546,35.6,93,0,0,0,0,0,0,0,7.3452674e-07,Baixo
2202,L49381,L,299.8,309.0,1567,36.1,95,0,0,0,0,0,0,0,1.8780903e-06,Baixo
2203,M17062,M,299.9,309.2,1548,35.7,97,0,0,0,0,0,0,0,5.2203257e-05,Baixo
2204,L49383,L,299.8,309.0,1614,30.8,100,0,0,0,0,0,0,0,3.3577982e-07,Baixo
2205,M17064,M,299.7,309.1,1352,46.1,102,0,0,0,0,0,0,0,7.3714466e-05,Baixo
2206,L49385,L,299.9,309.2,1624,34.6,105,0,0,0,0,0,0,0,6.776414e-08,Baixo
2207,L49386,L,299.9,309.2,1436,52.0,107,0,0,0,0,0,0,0,1.4573249e-06,Baixo
2208,L49387,L,299.8,309.2,1591,37.5,109,0,0,0,0,0,0,0,5.168203e-06,Baixo
2209,H31622,H,299.8,309.2,1435,42.6,111,0,0,0,0,0,0,0,5.137568e-06,Baixo
2210,L49389,L,299.8,309.3,1386,49.4,116,0,0,0,0,0,0,0,1.5397981e-06,Baixo
2211,L49390,L,299.7,309.2,1401,54.1,118,0,0,0,0,0,0,0,4.606541e-06,Baixo
2212,M17071,M,299.6,309.0,1245,64.0,120,0,0,0,0,0,0,0,0.019549541,Baixo
2213,L49392,L,299.7,309.1,1475,40.0,123,0,0,0,0,0,0,0,8.085729e-07,Baixo
2214,L49393,L,299.7,309.1,1473,39.4,125,0,0,0,0,0,0,0,1.3272799e-07,Baixo
2215,H31628,H,299.7,309.2,1355,44.8,127,0,0,0,0,0,0,0,1.30935505e-05,Baixo
2216,H31629,H,299.7,309.2,1468,49.6,132,0,0,0,0,0,0,0,1.2179062e-07,Baixo
2217,L49396,L,299.7,309.2,1645,30.8,137,0,0,0,0,0,0,0,1.192494e-06,Baixo
2218,L49397,L,299.7,309.1,1347,55.3,139,0,0,0,0,0,0,0,2.303202e-06,Baixo
2219,L49398,L,299.7,309.1,1713,33.5,141,0,0,0,0,0,0,0,3.7787754e-07,Baixo
2220,M17079,M,299.6,309.1,1435,48.4,143,0,0,0,0,0,0,0,8.2763e-07,Baixo
2221,M17080,M,299.6,309.0,1736,26.1,146,0,0,0,0,0,0,0,5.3509284e-06,Baixo
2222,L49401,L,299.6,309.0,1372,60.4,149,0,0,0,0,0,0,0,0.0005179664,Baixo
2223,L49402,L,299.7,309.0,1605,33.0,151,0,0,0,0,0,0,0,5.7576425e-08,Baixo
2224,L49403,L,299.6,309.0,1413,48.5,153,0,0,0,0,0,0,0,2.9428313e-06,Baixo
2225,M17084,M,299.7,309.0,1645,31.9,155,0,0,0,0,0,0,0,9.540581e-07,Baixo
2226,M17085,M,299.7,309.0,1465,49.0,158,0,0,0,0,0,0,0,1.0025082e-06,Baixo
2227,M17086,M,299.6,308.9,1685,27.8,161,0,0,0,0,0,0,0,6.109304e-05,Baixo
2228,L49407,L,299.5,308.8,1965,20.4,164,0,0,0,0,0,0,0,0.00022940956,Baixo
2229,H31642,H,299.4,308.6,1542,41.8,166,0,0,0,0,0,0,0,4.525079e-06,Baixo
2230,L49409,L,299.4,308.7,1681,30.8,171,0,0,0,0,0,0,0,1.2351748e-05,Baixo
2231,L49410,L,299.5,308.7,1446,45.7,173,0,0,0,0,0,0,0,1.934746e-05,Baixo
2232,L49411,L,299.4,308.6,1415,56.4,175,0,0,0,0,0,0,0,0.0002980832,Baixo
2233,L49412,L,299.5,308.6,1672,30.5,177,0,0,0,0,0,0,0,0.00038539033,Baixo
2234,L49413,L,299.5,308.7,2549,13.0,179,1,0,0,1,0,0,1,0.6803706,Alto
2235,L49414,L,299.4,308.6,1492,40.5,181,0,0,0,0,0,0,0,9.135779e-06,Baixo
2236,M17095,M,299.4,308.6,1455,42.7,183,0,0,0,0,0,0,0,7.421872e-05,Baixo
2237,M17096,M,299.3,308.5,1422,43.1,186,0,0,0,0,0,0,0,8.5247186e-05,Baixo
2238,L49417,L,299.3,308.6,1403,50.6,189,0,0,0,0,0,0,0,6.605914e-05,Baixo
2239,L49418,L,299.3,308.6,1474,49.6,191,0,0,0,0,0,0,0,2.599915e-05,Baixo
2240,L49419,L,299.2,308.6,1381,50.0,193,0,0,0,0,0,0,0,5.2231495e-05,Baixo
2241,L49420,L,299.2,308.5,1457,44.7,195,0,0,0,0,0,0,0,8.370363e-05,Baixo
2242,L49421,L,299.2,308.4,1711,28.9,197,0,0,0,0,0,0,0,2.8501574e-05,Baixo
2243,L49422,L,299.2,308.4,1667,29.0,199,0,0,0,0,0,0,0,0.00038480494,Baixo
2244,L49423,L,299.2,308.4,1465,35.0,201,0,0,0,0,0,0,0,0.0067443796,Baixo
2245,M17104,M,299.3,308.4,1542,37.5,203,1,1,0,0,0,0,1,3.466224e-05,Baixo
2246,M17105,M,299.3,308.4,1438,42.3,0,0,0,0,0,0,0,0,9.060433e-06,Baixo
2247,L49426,L,299.3,308.4,1406,47.4,3,0,0,0,0,0,0,0,1.9231543e-06,Baixo
2248,M17107,M,299.2,308.4,1396,48.5,5,0,0,0,0,0,0,0,4.32182e-06,Baixo
2249,M17108,M,299.3,308.5,1304,60.6,8,0,0,0,0,0,0,0,0.00026573628,Baixo
2250,L49429,L,299.2,308.5,1442,46.5,11,0,0,0,0,0,0,0,3.3435128e-05,Baixo
2251,M17110,M,299.2,308.4,1396,48.7,13,0,0,0,0,0,0,0,2.2334783e-05,Baixo
2252,H31665,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0,0,5.598649e-07,Baixo
2253,H31666,H,299.1,308.3,1451,42.8,21,0,0,0,0,0,0,0,1.1148038e-06,Baixo
2254,L49433,L,299.2,308.4,1386,54.1,26,0,0,0,0,0,0,0,0.0002044806,Baixo
2255,L49434,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0,0,1.9216408e-05,Baixo
2256,L49435,L,299.1,308.3,1559,33.7,30,0,0,0,0,0,0,0,7.343803e-07,Baixo
2257,L49436,L,299.1,308.3,1489,38.1,32,0,0,0,0,0,0,0,5.2906116e-06,Baixo
2258,L49437,L,299.1,308.3,1892,25.2,34,0,0,0,0,0,0,0,9.6942385e-05,Baixo
2259,L49438,L,299.1,308.2,1319,60.3,36,0,0,0,0,0,0,0,0.00018031128,Baixo
2260,L49439,L,299.1,308.3,1431,52.3,38,0,0,0,0,0,0,0,3.354586e-06,Baixo
2261,H31674,H,299.1,308.3,1521,36.5,40,0,0,0,0,0,0,0,3.883141e-06,Baixo
2262,M17121,M,299.1,308.2,1435,45.2,45,0,0,0,0,0,0,0,1.9924007e-06,Baixo
2263,L49442,L,299.1,308.3,1533,42.4,48,0,0,0,0,0,0,0,9.775375e-07,Baixo
2264,M17123,M,299.2,308.4,1529,43.0,50,0,0,0,0,0,0,0,3.3438253e-06,Baixo
2265,M17124,M,299.2,308.4,1415,43.5,53,0,0,0,0,0,0,0,2.151894e-06,Baixo
2266,M17125,M,299.2,308.4,1330,51.2,56,0,0,0,0,0,0,0,3.5172689e-06,Baixo
2267,L49446,L,299.2,308.5,1381,60.6,59,0,0,0,0,0,0,0,0.00078782963,Baixo
2268,L49447,L,299.2,308.5,1370,52.4,61,0,0,0,0,0,0,0,0.00012306556,Baixo
2269,L49448,L,299.2,308.5,1438,46.6,63,0,0,0,0,0,0,0,2.2652837e-05,Baixo
2270,L49449,L,299.3,308.6,1314,48.2,65,0,0,0,0,0,0,0,3.600615e-05,Baixo
2271,L49450,L,299.3,308.6,1437,48.1,67,0,0,0,0,0,0,0,2.7038031e-06,Baixo
2272,L49451,L,299.2,308.5,1821,26.1,69,0,0,0,0,0,0,0,0.00015214528,Baixo
2273,M17132,M,299.3,308.6,1448,52.1,71,0,0,0,0,0,0,0,4.6455432e-05,Baixo
2274,L49453,L,299.3,308.5,1589,32.7,74,0,0,0,0,0,0,0,1.5541602e-06,Baixo
2275,L49454,L,299.3,308.6,1520,33.7,76,0,0,0,0,0,0,0,7.905063e-06,Baixo
2276,L49455,L,299.3,308.6,1605,37.0,78,0,0,0,0,0,0,0,1.3363986e-06,Baixo
2277,L49456,L,299.3,308.7,1393,54.2,80,0,0,0,0,0,0,0,0.0003138336,Baixo
2278,H31691,H,299.3,308.7,1408,44.4,82,0,0,0,0,0,0,0,2.6577463e-05,Baixo
2279,M17138,M,299.3,308.7,1459,35.6,87,0,0,0,0,0,0,0,9.634943e-05,Baixo
2280,L49459,L,299.4,308.7,1525,39.0,90,0,0,0,0,0,0,0,7.954835e-05,Baixo
2281,L49460,L,299.4,308.8,1390,57.0,92,0,0,0,0,0,0,0,0.0008682763,Baixo
2282,L49461,L,299.3,308.7,1536,38.9,94,0,0,0,0,0,0,0,0.00026674732,Baixo
2283,L49462,L,299.4,308.7,1459,47.6,96,0,0,0,0,0,0,0,2.4087949e-05,Baixo
2284,L49463,L,299.2,308.5,1387,51.1,98,0,0,0,0,0,0,0,8.8810186e-05,Baixo
2285,L49464,L,299.2,308.5,1378,53.4,100,0,0,0,0,0,0,0,0.00028541614,Baixo
2286,L49465,L,299.4,308.7,1381,56.7,102,0,0,0,0,0,0,0,0.0004605835,Baixo
2287,M17146,M,299.4,308.7,1289,60.5,104,0,0,0,0,0,0,0,0.0005431046,Baixo
2288,L49467,L,299.4,308.6,1746,26.8,107,0,0,0,0,0,0,0,1.6130933e-05,Baixo
2289,M17148,M,299.4,308.6,1541,39.1,109,0,0,0,0,0,0,0,1.879838e-07,Baixo
2290,L49469,L,299.4,308.7,1504,37.8,112,0,0,0,0,0,0,0,2.8160504e-05,Baixo
2291,M17150,M,299.5,308.7,1321,51.9,114,0,0,0,0,0,0,0,3.158554e-05,Baixo
2292,M17151,M,299.5,308.8,1886,20.9,117,0,0,0,0,0,0,0,4.082744e-05,Baixo
2293,L49472,L,299.6,308.9,1422,53.2,120,0,0,0,0,0,0,0,2.5982245e-06,Baixo
2294,L49473,L,299.5,308.9,1520,38.3,122,0,0,0,0,0,0,0,3.81983e-06,Baixo
2295,L49474,L,299.4,308.8,1627,32.6,124,0,0,0,0,0,0,0,7.2647487e-07,Baixo
2296,L49475,L,299.4,308.7,1512,37.2,126,0,0,0,0,0,0,0,4.2749907e-06,Baixo
2297,L49476,L,299.4,308.7,1553,42.7,128,0,0,0,0,0,0,0,1.8636439e-06,Baixo
2298,L49477,L,299.3,308.7,1802,26.0,130,0,0,0,0,0,0,0,7.0039514e-06,Baixo
2299,L49478,L,299.3,308.6,1482,37.6,132,0,0,0,0,0,0,0,7.907626e-05,Baixo
2300,L49479,L,299.4,308.7,1446,62.9,134,1,0,0,1,0,0,1,0.995622,Crítico
